qa_id,source,path,category,question,A,B,C,D,answer,subject_id
training_0298,HAU,HAU/user8/2-1-3,single,Which action is performed in this video?,Combing hair,Washing dishes,Folding clothes,Massaging oneself,C,user8
training_0299,HAU,HAU/user8/2-2-1,single,Which action is performed in this video?,Stretching,Walking,Using a phone,Peeling fruit,B,user8
training_0300,HAU,HAU/user8/2-2-2,single,Which action is performed in this video?,Checking body temperature,Wiping surface,Drinking,Turning a page,B,user8
training_0301,HAU,HAU/user8/2-2-3,single,Which action is performed in this video?,Writing,Walking,Jumping jacks,Lying down,B,user8
training_0302,HAU,HAU/user8/3-1-1,single,Which action is performed in this video?,Sweeping,Writing,Peeling fruit,Lying down,A,user8
training_0303,HAU,HAU/user8/3-1-2,single,Which action is performed in this video?,Checking body temperature,Peeling fruit,Washing dishes,Mopping,D,user8
training_0304,HAU,HAU/user8/3-1-3,single,Which action is performed in this video?,Listening to the music with headphones,Peeling fruit,Sweeping,Drinking,C,user8
training_0305,HAU,HAU/user8/3-2-1,single,Which action is performed in this video?,Washing face,Lying down,Washing dishes,Taking a selfie,C,user8
training_0306,HAU,HAU/user8/3-2-2,single,Which action is performed in this video?,Washing face,Using a phone,Pouring,Taking a selfie,C,user8
training_0307,HAU,HAU/user8/3-2-3,single,Which action is performed in this video?,Mopping,Using a phone,Washing dishes,Running,C,user8
training_0308,HAU,HAU/user8/3-3-1,single,Which action is performed in this video?,Washing dishes,Walking,Calling,Playing games,B,user8
training_0309,HAU,HAU/user8/3-3-2,single,Which action is performed in this video?,Playing games,Lying down,Listening to the music with headphones,Walking,D,user8
training_0310,HAU,HAU/user8/3-3-3,single,Which action is performed in this video?,Squats,Walking,Getting dressed,Sitting down,B,user8
training_0311,HAU,HAU/user8/4-1-1,single,Which action is performed in this video?,Checking body temperature,Pouring,Sitting down,Sweeping,C,user8
training_0312,HAU,HAU/user8/4-1-2,single,Which action is performed in this video?,Getting dressed,Taking medicine,Mopping,Sitting down,D,user8
training_0313,HAU,HAU/user8/4-1-3,single,Which action is performed in this video?,Listening to the music with headphones,Standing up,Squats,Checking body temperature,A,user8
training_0314,HAU,HAU/user8/4-2-1,single,Which action is performed in this video?,Standing up,Stirring,Turning a page,Brushing teeth,B,user8
training_0315,HAU,HAU/user8/4-2-2,single,Which action is performed in this video?,Jumping jacks,Walking,Lunges,Combing hair,B,user8
training_0316,HAU,HAU/user8/4-2-3,single,Which action is performed in this video?,Combing hair,Playing games,Taking medicine,Walking,D,user8
training_0317,HAU,HAU/user8/5-1-1,single,Which action is performed in this video?,Lying down,Listening to the music with headphones,Using a phone,Lunges,D,user8
training_0318,HAU,HAU/user8/5-1-2,single,Which action is performed in this video?,Grabbing utensils,Running,Eating,Watching TV,B,user8
training_0319,HAU,HAU/user8/5-1-3,single,Which action is performed in this video?,Checking the time,Washing face,Washing dishes,Grabbing utensils,A,user8
training_0320,HAU,HAU/user8/6-1-1,single,Which action is performed in this video?,Checking body temperature,Folding clothes,Squats,Using a phone,C,user8
training_0321,HAU,HAU/user8/6-1-2,single,Which action is performed in this video?,Getting dressed,Washing dishes,Pouring,Calling,A,user8
training_0322,HAU,HAU/user8/6-1-3,single,Which action is performed in this video?,Wiping surface,Undressing,Drinking,Typing on a keyboard,B,user8
training_0323,HAU,HAU/user8/6-2-1,single,Which action is performed in this video?,Running,Taking medicine,Standing up,Lying down,C,user8
training_0324,HAU,HAU/user8/6-2-2,single,Which action is performed in this video?,Turning a page,Lunges,Watching TV,Mopping,A,user8
training_0325,HAU,HAU/user8/6-2-3,single,Which action is performed in this video?,Wiping surface,Mopping,Stretching,Checking body temperature,C,user8
training_0326,HAU,HAU/user8/7-1-1,single,Which action is performed in this video?,Wiping surface,Stirring,Undressing,Jumping jacks,C,user8
training_0327,HAU,HAU/user8/7-1-2,single,Which action is performed in this video?,Eating,Wiping hands,Running,Taking a selfie,B,user8
training_0328,HAU,HAU/user8/7-1-3,single,Which action is performed in this video?,Reading,Eating,Typing on a keyboard,Massaging oneself,D,user8
training_0329,HAU,HAU/user8/7-2-1,single,Which action is performed in this video?,Watching TV,Wiping surface,Standing up,Peeling fruit,D,user8
training_0330,HAU,HAU/user8/7-2-2,single,Which action is performed in this video?,Wiping surface,Watching TV,Checking the time,Stirring,D,user8
training_0331,HAU,HAU/user8/7-2-3,single,Which action is performed in this video?,Peeling fruit,Sitting down,Washing dishes,Reading,A,user8
training_0332,HAU,HAU/user9/1-1-1,single,Which action is performed in this video?,Pouring,Brushing teeth,Standing up,Listening to the music with headphones,B,user9
training_0333,HAU,HAU/user9/1-1-2,single,Which action is performed in this video?,Folding clothes,Drinking,Getting dressed,Grabbing utensils,C,user9
training_0334,HAU,HAU/user9/1-1-3,single,Which action is performed in this video?,Combing hair,Taking a selfie,Typing on a keyboard,Washing face,A,user9
training_0335,HAU,HAU/user9/1-2-1,single,Which action is performed in this video?,Wiping surface,Listening to the music with headphones,Lunges,Mopping,B,user9
training_0336,HAU,HAU/user9/1-2-2,single,Which action is performed in this video?,Using a phone,Typing on a keyboard,Jumping jacks,Massaging oneself,B,user9
training_0337,HAU,HAU/user9/1-2-3,single,Which action is performed in this video?,Typing on a keyboard,Running,Jumping jacks,Taking medicine,A,user9
training_0338,HAU,HAU/user9/2-1-1,single,Which action is performed in this video?,Lunges,Using a phone,Calling,Pouring,D,user9
training_0339,HAU,HAU/user9/2-1-2,single,Which action is performed in this video?,Turning a page,Wiping surface,Brushing teeth,Stirring,D,user9
training_0340,HAU,HAU/user9/2-1-3,single,Which action is performed in this video?,Listening to the music with headphones,Sitting down,Grabbing utensils,Checking the time,C,user9
training_0341,HAU,HAU/user9/2-2-1,single,Which action is performed in this video?,Sitting down,Squats,Standing up,Stirring,B,user9
training_0342,HAU,HAU/user9/2-2-2,single,Which action is performed in this video?,Standing up,Jumping jacks,Peeling fruit,Taking medicine,B,user9
training_0343,HAU,HAU/user9/2-2-3,single,Which action is performed in this video?,Walking,Undressing,Using a phone,Washing face,A,user9
training_0344,HAU,HAU/user9/2-3-1,single,Which action is performed in this video?,Calling,Wiping surface,Washing face,Walking,D,user9
training_0345,HAU,HAU/user9/2-3-2,single,Which action is performed in this video?,Brushing teeth,Washing face,Checking body temperature,Peeling fruit,D,user9
training_0346,HAU,HAU/user9/2-3-3,single,Which action is performed in this video?,Brushing teeth,Massaging oneself,Playing games,Peeling fruit,D,user9
training_0347,HAU,HAU/user9/3-1-1,single,Which action is performed in this video?,Squats,Playing games,Folding clothes,Stirring,B,user9
training_0348,HAU,HAU/user9/3-1-2,single,Which action is performed in this video?,Writing,Undressing,Listening to the music with headphones,Drinking,B,user9
training_0349,HAU,HAU/user9/3-1-3,single,Which action is performed in this video?,Drinking,Checking the time,Playing games,Wiping surface,C,user9
training_0350,HAU,HAU/user9/3-2-1,single,Which action is performed in this video?,Taking medicine,Drinking,Undressing,Lying down,B,user9
training_0351,HAU,HAU/user9/3-2-2,single,Which action is performed in this video?,Jumping jacks,Walking,Listening to the music with headphones,Checking body temperature,B,user9
training_0352,HAU,HAU/user9/3-2-3,single,Which action is performed in this video?,Taking a selfie,Taking medicine,Pouring,Calling,C,user9
training_0353,HAU,HAU/user9/3-3-1,single,Which action is performed in this video?,Peeling fruit,Turning a page,Lying down,Combing hair,C,user9
training_0354,HAU,HAU/user9/3-3-2,single,Which action is performed in this video?,Mopping,Lunges,Reading,Wiping hands,A,user9
training_0355,HAU,HAU/user9/3-3-3,single,Which action is performed in this video?,Lying down,Taking a selfie,Grabbing utensils,Using a phone,A,user9
training_0356,HAU,HAU/user9/4-1-1,single,Which action is performed in this video?,Checking the time,Washing dishes,Standing up,Drinking,A,user9
training_0357,HAU,HAU/user9/4-1-2,single,Which action is performed in this video?,Stretching,Calling,Brushing teeth,Typing on a keyboard,D,user9
training_0358,HAU,HAU/user9/4-1-3,single,Which action is performed in this video?,Peeling fruit,Standing up,Lunges,Reading,D,user9
training_0359,HAU,HAU/user9/4-2-1,single,Which action is performed in this video?,Typing on a keyboard,Wiping hands,Walking,Getting dressed,C,user9
training_0360,HAU,HAU/user9/4-2-2,single,Which action is performed in this video?,Checking the time,Taking a selfie,Stretching,Playing games,C,user9
training_0361,HAU,HAU/user9/4-2-3,single,Which action is performed in this video?,Taking a selfie,Typing on a keyboard,Squats,Lunges,C,user9
training_0362,HAU,HAU/user9/4-3-1,single,Which action is performed in this video?,Lying down,Checking body temperature,Running,Walking,D,user9
training_0363,HAU,HAU/user9/4-3-2,single,Which action is performed in this video?,Walking,Playing games,Checking body temperature,Getting dressed,A,user9
training_0364,HAU,HAU/user9/4-3-3,single,Which action is performed in this video?,Typing on a keyboard,Lunges,Getting dressed,Using a phone,A,user9
training_0365,HAU,HAU/user9/5-1-1,single,Which action is performed in this video?,Watching TV,Standing up,Stirring,Grabbing utensils,B,user9
training_0366,HAU,HAU/user9/5-1-2,single,Which action is performed in this video?,Pouring,Stirring,Wiping hands,Listening to the music with headphones,D,user9
training_0367,HAU,HAU/user9/5-1-3,single,Which action is performed in this video?,Listening to the music with headphones,Wiping hands,Stretching,Taking a selfie,A,user9
training_0368,HAU,HAU/user9/5-2-1,single,Which action is performed in this video?,Peeling fruit,Mopping,Running,Wiping surface,A,user9
training_0369,HAU,HAU/user9/5-2-2,single,Which action is performed in this video?,Wiping hands,Lying down,Eating,Squats,A,user9
training_0370,HAU,HAU/user9/5-2-3,single,Which action is performed in this video?,Wiping hands,Calling,Listening to the music with headphones,Taking medicine,A,user9
training_0371,HAU,HAU/user9/5-3-1,single,Which action is performed in this video?,Writing,Checking the time,Running,Wiping surface,B,user9
training_0372,HAU,HAU/user9/5-3-2,single,Which action is performed in this video?,Sitting down,Watching TV,Sweeping,Eating,A,user9
training_0373,HAU,HAU/user9/5-3-3,single,Which action is performed in this video?,Mopping,Stretching,Playing games,Standing up,C,user9
training_0374,HAU,HAU/user9/6-1-1,single,Which action is performed in this video?,Playing games,Taking medicine,Checking the time,Grabbing utensils,C,user9
training_0375,HAU,HAU/user9/6-1-2,single,Which action is performed in this video?,Lunges,Wiping hands,Jumping jacks,Checking the time,D,user9
training_0376,HAU,HAU/user9/6-1-3,single,Which action is performed in this video?,Standing up,Checking body temperature,Reading,Combing hair,C,user9
training_0377,HAU,HAU/user9/6-2-1,single,Which action is performed in this video?,Taking medicine,Turning a page,Stirring,Wiping surface,A,user9
training_0378,HAU,HAU/user9/6-2-2,single,Which action is performed in this video?,Washing face,Lying down,Drinking,Lunges,B,user9
training_0379,HAU,HAU/user9/6-2-3,single,Which action is performed in this video?,Running,Taking a selfie,Washing dishes,Sitting down,B,user9
training_0380,HAU,HAU/user9/7-1-1,single,Which action is performed in this video?,Turning a page,Massaging oneself,Pouring,Standing up,B,user9
training_0381,HAU,HAU/user9/7-1-2,single,Which action is performed in this video?,Using a phone,Eating,Checking body temperature,Getting dressed,C,user9
training_0382,HAU,HAU/user9/7-1-3,single,Which action is performed in this video?,Lunges,Stretching,Mopping,Checking body temperature,D,user9
training_0383,HAU,HAU/user9/7-2-1,single,Which action is performed in this video?,Standing up,Taking a selfie,Stretching,Sweeping,D,user9
training_0384,HAU,HAU/user9/7-2-2,single,Which action is performed in this video?,Standing up,Squats,Eating,Brushing teeth,C,user9
training_0385,HAU,HAU/user9/7-2-3,single,Which action is performed in this video?,Sweeping,Lying down,Getting dressed,Squats,A,user9
training_0386,HAU,HAU/user16/1-1-1,single,Which action is performed in this video?,Drinking,Folding clothes,Brushing teeth,Using a phone,C,user16
training_0387,HAU,HAU/user16/1-1-2,single,Which action is performed in this video?,Brushing teeth,Taking medicine,Running,Combing hair,A,user16
training_0388,HAU,HAU/user16/1-1-3,single,Which action is performed in this video?,Listening to the music with headphones,Drinking,Walking,Taking a selfie,C,user16
training_0389,HAU,HAU/user16/1-2-1,single,Which action is performed in this video?,Typing on a keyboard,Calling,Pouring,Taking a selfie,C,user16
training_0390,HAU,HAU/user16/1-2-2,single,Which action is performed in this video?,Eating,Calling,Reading,Turning a page,A,user16
training_0391,HAU,HAU/user16/1-2-3,single,Which action is performed in this video?,Sweeping,Wiping surface,Stirring,Walking,C,user16
training_0392,HAU,HAU/user16/2-1-1,single,Which action is performed in this video?,Washing face,Combing hair,Stirring,Running,C,user16
training_0393,HAU,HAU/user16/2-1-2,single,Which action is performed in this video?,Pouring,Taking a selfie,Taking medicine,Typing on a keyboard,A,user16
